Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Hyundai,TUCSON,2010,3.3,Petrol,Automatic,124811,5,5,9403
Ford,FIESTA,2007,1.3,Hybrid,Manual,32956,5,4,7840
Toyota,RAV4,2007,2.6,Electric,Manual,237475,5,4,6050
Honda,ACCORD,2005,4.8,Petrol,Semi-automatic,71134,4,5,8977
Bmw,5 SERIES,2006,4.5,Petrol,Manual,284826,2,4,4703
Bmw,X5,2003,5.0,Diesel,Manual,288094,5,1,4238
Volkswagen,PASSAT,2000,1.5,Electric,Automatic,160968,5,2,5880
Toyota,RAV4,2007,4.4,Petrol,Semi-automatic,293148,4,1,4737
Toyota,CAMRY,2005,2.3,Petrol,Manual,283017,2,1,2239
Mercedes,GLA,2008,4.0,Hybrid,Semi-automatic,13396,3,5,11232
Ford,FIESTA,2009,4.4,Diesel,Semi-automatic,39084,3,5,10418
Honda,ACCORD,2021,1.8,Diesel,Manual,116261,4,2,9874
Hyundai,ELANTRA,2023,4.5,Electric,Semi-automatic,79478,4,4,15910
Toyota,COROLLA,2005,3.7,Hybrid,Manual,180656,2,2,6686
Mercedes,C-CLASS,2009,1.2,Hybrid,Manual,15053,3,4,8698
Ford,EXPLORER,2002,4.0,Hybrid,Automatic,258945,4,3,6021
Chevrolet,IMPALA,2018,4.7,Diesel,Automatic,190657,4,5,11886
Ford,FIESTA,2013,3.6,Hybrid,Semi-automatic,85702,4,1,10885
Hyundai,SONATA,2002,3.7,Electric,Semi-automatic,75401,4,5,8891
Toyota,CAMRY,2022,1.5,Hybrid,Manual,276618,5,5,7667
Audi,Q5,2009,2.8,Hybrid,Semi-automatic,88059,3,4,8838
Mercedes,GLA,2001,2.1,Diesel,Manual,36496,3,4,5770
Toyota,COROLLA,2007,3.4,Electric,Manual,165315,3,4,8293
Hyundai,TUCSON,2011,1.2,Electric,Semi-automatic,216797,5,2,6264
Hyundai,ELANTRA,2019,1.8,Hybrid,Semi-automatic,287756,5,5,6844
Bmw,3 SERIES,2007,1.5,Electric,Manual,138200,3,1,6936
Chevrolet,IMPALA,2019,5.0,Petrol,Automatic,266558,2,2,10968
Bmw,5 SERIES,2019,1.2,Diesel,Semi-automatic,180993,3,5,7380
Chevrolet,EQUINOX,2011,3.2,Electric,Manual,293123,3,4,6737
Volkswagen,TIGUAN,2008,1.9,Electric,Manual,92722,2,2,8545
Honda,CIVIC,2005,4.4,Electric,Semi-automatic,156422,5,3,8871
Mercedes,C-CLASS,2000,3.0,Electric,Manual,19128,3,1,8717
Volkswagen,PASSAT,2018,4.1,Electric,Semi-automatic,159375,2,4,12412
Kia,RIO,2021,3.5,Hybrid,Manual,58297,4,2,13734
Ford,FIESTA,2020,2.7,Diesel,Manual,112323,4,2,10553
Bmw,5 SERIES,2006,2.4,Electric,Automatic,144613,4,2,8907
Volkswagen,TIGUAN,2005,1.9,Hybrid,Automatic,195977,4,1,6080
Honda,CIVIC,2000,2.8,Diesel,Manual,67531,3,1,5549
Toyota,RAV4,2018,4.9,Diesel,Semi-automatic,89605,5,5,12607
Volkswagen,PASSAT,2004,3.4,Petrol,Semi-automatic,66782,5,2,7364
Mercedes,GLA,2002,3.7,Electric,Manual,215352,2,4,6092
Honda,ACCORD,2003,3.7,Hybrid,Manual,112013,5,3,7459
Hyundai,ELANTRA,2008,4.6,Hybrid,Manual,190787,5,2,8284
Ford,FOCUS,2019,3.6,Petrol,Automatic,230081,4,3,10298
Honda,ACCORD,2015,2.5,Diesel,Manual,153086,4,4,8038
Honda,ACCORD,2010,2.8,Diesel,Manual,114152,3,1,7616
Bmw,X5,2002,4.7,Electric,Semi-automatic,140219,5,4,8595
Mercedes,C-CLASS,2011,4.8,Diesel,Manual,192258,4,1,8354
Audi,Q5,2007,4.2,Electric,Semi-automatic,207120,2,4,8257
Mercedes,GLA,2002,1.4,Electric,Automatic,65373,3,4,8292
Bmw,5 SERIES,2018,4.9,Electric,Semi-automatic,91708,3,4,14565
Toyota,RAV4,2018,3.1,Hybrid,Manual,151772,3,2,10564
Toyota,RAV4,2023,4.0,Electric,Semi-automatic,42653,5,3,16146
Chevrolet,IMPALA,2006,3.0,Electric,Manual,9880,4,5,10702
Volkswagen,TIGUAN,2006,1.4,Electric,Automatic,158390,3,3,7632
Ford,FOCUS,2007,4.5,Hybrid,Semi-automatic,904,3,4,11681
Honda,CIVIC,2019,2.5,Hybrid,Manual,131432,4,5,10671
Volkswagen,PASSAT,2014,4.5,Hybrid,Semi-automatic,174030,4,3,10319
Toyota,COROLLA,2010,2.2,Petrol,Manual,299385,3,1,3312
Bmw,3 SERIES,2012,2.7,Electric,Manual,153829,4,4,9323
Volkswagen,PASSAT,2015,3.9,Diesel,Semi-automatic,258572,5,4,7328
Toyota,COROLLA,2012,1.8,Diesel,Semi-automatic,245309,3,5,4593
Hyundai,TUCSON,2019,1.5,Hybrid,Automatic,156595,2,1,10668
Kia,OPTIMA,2020,3.4,Petrol,Manual,243546,3,2,8629
Volkswagen,GOLF,2008,2.9,Petrol,Semi-automatic,83358,5,4,7732
Audi,A3,2015,3.8,Hybrid,Automatic,206636,2,2,10767
Kia,SPORTAGE,2023,4.8,Petrol,Semi-automatic,114120,4,5,13517
Toyota,COROLLA,2013,1.5,Hybrid,Semi-automatic,79587,4,3,8908
Chevrolet,IMPALA,2011,2.2,Electric,Automatic,14245,3,1,12815
Kia,OPTIMA,2016,1.3,Electric,Manual,3066,5,4,12138
Hyundai,ELANTRA,2003,3.6,Hybrid,Automatic,249838,4,3,6103
Volkswagen,GOLF,2020,4.4,Diesel,Manual,294239,2,3,8615
Kia,OPTIMA,2017,2.0,Petrol,Automatic,107656,2,5,10546
Kia,RIO,2020,4.9,Petrol,Semi-automatic,221594,5,5,10568
Chevrolet,MALIBU,2023,2.6,Hybrid,Manual,241277,3,1,9774
Bmw,X5,2003,4.6,Electric,Automatic,437,3,2,13091
Audi,Q5,2014,1.7,Diesel,Manual,202918,3,3,5941
Toyota,RAV4,2000,2.1,Petrol,Semi-automatic,220704,3,4,2000
Volkswagen,TIGUAN,2017,4.4,Diesel,Manual,231171,2,5,8976
Chevrolet,IMPALA,2002,3.5,Electric,Automatic,2288,3,5,11654
Kia,RIO,2012,3.0,Hybrid,Manual,89882,5,5,9902
Audi,A3,2021,3.1,Hybrid,Automatic,7341,5,4,15853
Chevrolet,IMPALA,2007,2.2,Diesel,Manual,71850,3,2,6963
Kia,SPORTAGE,2019,2.5,Diesel,Manual,31834,4,3,11663
Mercedes,E-CLASS,2007,4.2,Diesel,Automatic,54454,2,2,10810
Honda,CIVIC,2022,2.0,Hybrid,Manual,188473,2,5,9930
Mercedes,E-CLASS,2021,2.9,Electric,Manual,266532,2,3,9969
Volkswagen,GOLF,2002,1.3,Hybrid,Manual,134865,5,5,4302
Kia,OPTIMA,2010,4.2,Electric,Manual,172471,4,1,9850
Hyundai,ELANTRA,2014,2.0,Electric,Automatic,289946,2,1,8001
Chevrolet,MALIBU,2011,1.7,Diesel,Manual,241494,4,1,4270
Audi,Q5,2004,2.9,Diesel,Manual,133338,3,1,5533
Mercedes,C-CLASS,2021,4.3,Electric,Manual,230823,5,1,12083
Ford,FIESTA,2017,4.7,Hybrid,Manual,51156,4,3,13876
Honda,CR-V,2005,2.7,Petrol,Semi-automatic,7234,4,4,8155
Toyota,COROLLA,2005,1.4,Diesel,Semi-automatic,264092,3,1,2000
Hyundai,SONATA,2007,1.8,Petrol,Manual,180423,3,3,4391
Ford,FIESTA,2013,2.2,Hybrid,Semi-automatic,83519,2,3,9529
Mercedes,E-CLASS,2018,1.8,Diesel,Semi-automatic,209216,3,3,7115
Chevrolet,IMPALA,2009,2.2,Electric,Semi-automatic,188173,3,5,7236
Toyota,RAV4,2001,1.7,Electric,Automatic,184210,2,3,5915
Bmw,X5,2012,1.1,Diesel,Semi-automatic,235097,4,2,4098
Volkswagen,TIGUAN,2002,4.7,Electric,Manual,92327,2,4,9553
Hyundai,SONATA,2015,4.2,Electric,Semi-automatic,39016,3,3,14019
Chevrolet,IMPALA,2019,2.3,Diesel,Semi-automatic,197549,2,3,8149
Kia,RIO,2016,4.1,Petrol,Semi-automatic,90811,3,4,11183
Chevrolet,EQUINOX,2021,4.1,Hybrid,Automatic,192897,5,3,13142
Hyundai,TUCSON,2016,2.9,Hybrid,Semi-automatic,218335,4,2,8433
Audi,A4,2002,3.6,Electric,Manual,172993,4,1,6840
Chevrolet,MALIBU,2009,4.7,Electric,Automatic,287375,3,5,9252
Mercedes,C-CLASS,2014,4.9,Hybrid,Automatic,284339,5,2,10013
Chevrolet,IMPALA,2015,3.9,Hybrid,Manual,268167,3,3,8136
Honda,CR-V,2010,4.4,Hybrid,Automatic,209455,3,5,9810
Bmw,5 SERIES,2014,2.1,Diesel,Automatic,247483,4,4,6950
Ford,EXPLORER,2020,4.9,Diesel,Automatic,113616,3,3,14227
Chevrolet,MALIBU,2001,4.5,Diesel,Automatic,13424,3,5,10131
Hyundai,SONATA,2004,2.4,Petrol,Manual,40005,2,1,6899
Audi,Q5,2007,3.2,Petrol,Manual,53874,5,4,8322
Bmw,5 SERIES,2010,4.8,Electric,Semi-automatic,224853,2,1,9402
Honda,CR-V,2015,4.5,Electric,Automatic,174315,4,4,13113
Audi,Q5,2008,4.3,Diesel,Semi-automatic,270670,3,2,5386
Toyota,CAMRY,2009,4.2,Hybrid,Manual,259739,4,1,6805
Hyundai,ELANTRA,2007,3.7,Petrol,Manual,126660,5,2,7366
Honda,CIVIC,2020,4.7,Electric,Automatic,183276,3,5,14634
Volkswagen,GOLF,2006,1.4,Electric,Semi-automatic,291291,4,4,3474
Bmw,5 SERIES,2011,3.3,Hybrid,Semi-automatic,122967,3,3,9240
Volkswagen,GOLF,2002,3.1,Hybrid,Semi-automatic,80423,3,3,7191
Chevrolet,MALIBU,2005,3.9,Hybrid,Manual,258964,2,3,5320
Honda,ACCORD,2006,4.1,Petrol,Manual,53559,2,1,8928
Chevrolet,EQUINOX,2005,2.1,Electric,Manual,23508,3,2,9229
Toyota,COROLLA,2014,2.6,Electric,Semi-automatic,190357,5,4,9092
Bmw,5 SERIES,2003,3.7,Diesel,Semi-automatic,98183,2,4,6736
Audi,A3,2018,4.1,Diesel,Manual,194680,4,1,9706
Chevrolet,IMPALA,2004,3.4,Diesel,Manual,220116,4,3,4297
Chevrolet,MALIBU,2004,2.0,Electric,Automatic,218600,2,1,6428
Ford,FIESTA,2016,2.4,Electric,Manual,242797,2,3,8444
Kia,SPORTAGE,2010,1.3,Hybrid,Semi-automatic,195406,3,1,5491
Chevrolet,IMPALA,2011,1.7,Petrol,Manual,205613,5,5,4987
Kia,OPTIMA,2021,4.0,Electric,Semi-automatic,39843,4,5,15603
Chevrolet,IMPALA,2004,3.2,Petrol,Manual,74305,3,5,7013
Ford,FOCUS,2003,3.2,Hybrid,Manual,247360,4,1,4252
Ford,EXPLORER,2010,3.0,Electric,Manual,9463,4,4,11910
Chevrolet,MALIBU,2019,2.5,Hybrid,Semi-automatic,65264,2,5,11994
Honda,CR-V,2016,3.6,Diesel,Manual,85010,4,1,10799
Ford,FIESTA,2009,2.7,Petrol,Semi-automatic,181856,2,1,5862
Hyundai,ELANTRA,2009,3.4,Petrol,Semi-automatic,83750,5,4,8525
Toyota,CAMRY,2014,1.8,Electric,Manual,142119,4,3,9257
Audi,Q5,2014,4.4,Petrol,Automatic,97537,4,3,12249
Chevrolet,IMPALA,2017,3.0,Electric,Automatic,20308,3,4,15293
Honda,CIVIC,2011,4.5,Electric,Manual,204561,5,2,9808
Chevrolet,IMPALA,2020,4.9,Hybrid,Automatic,268777,2,5,12124
Volkswagen,GOLF,2019,3.3,Electric,Manual,64548,3,1,13809
Mercedes,E-CLASS,2011,1.4,Electric,Semi-automatic,208998,2,4,6620
Honda,CR-V,2000,1.3,Electric,Manual,263968,4,1,2120
Honda,CR-V,2020,4.3,Electric,Semi-automatic,20484,3,2,15990
Audi,A4,2017,3.3,Hybrid,Automatic,95902,4,2,13081
Audi,A3,2006,1.4,Electric,Automatic,103578,2,4,8728
Bmw,5 SERIES,2005,4.3,Hybrid,Semi-automatic,80192,3,5,9296
Volkswagen,TIGUAN,2005,1.9,Electric,Manual,51361,4,3,8472
Ford,FOCUS,2022,3.7,Electric,Automatic,207358,2,3,13752
Chevrolet,MALIBU,2013,2.7,Electric,Automatic,232392,5,5,9552
Ford,EXPLORER,2002,4.6,Diesel,Automatic,222292,4,3,6354
Honda,ACCORD,2010,1.4,Diesel,Semi-automatic,288198,2,2,2736
Mercedes,C-CLASS,2012,2.6,Electric,Automatic,67976,4,5,12440
Honda,CIVIC,2001,4.0,Hybrid,Automatic,1383,4,4,10872
Toyota,CAMRY,2005,3.8,Diesel,Semi-automatic,262618,3,1,4147
Honda,ACCORD,2018,1.5,Diesel,Semi-automatic,125435,4,2,8491
Toyota,RAV4,2021,1.8,Hybrid,Automatic,230631,2,3,10087
Bmw,3 SERIES,2008,1.5,Petrol,Manual,154191,5,5,4916
Honda,CIVIC,2005,2.2,Diesel,Automatic,212060,5,4,5058
Ford,FOCUS,2009,3.6,Diesel,Manual,222222,4,1,5955
Mercedes,GLA,2010,3.4,Electric,Automatic,212166,2,2,9756
Honda,CR-V,2017,3.2,Hybrid,Automatic,93604,4,5,13027
Chevrolet,IMPALA,2010,4.5,Diesel,Manual,202890,3,4,7542
Toyota,RAV4,2014,4.1,Petrol,Manual,133938,3,3,9721
Mercedes,GLA,2023,1.6,Hybrid,Semi-automatic,198863,4,3,9622
Mercedes,GLA,2009,3.1,Petrol,Manual,31670,3,2,9266
Ford,EXPLORER,2000,3.3,Diesel,Manual,92704,2,1,5545
Kia,RIO,2016,3.5,Hybrid,Manual,147604,4,3,10447
Honda,ACCORD,2021,1.9,Hybrid,Semi-automatic,24244,4,4,12815
Chevrolet,IMPALA,2019,3.0,Hybrid,Manual,34648,2,5,13107
Honda,ACCORD,2016,4.1,Electric,Manual,139325,5,3,12213
Hyundai,ELANTRA,2006,4.5,Diesel,Manual,292614,4,2,4547
Audi,A4,2010,1.5,Diesel,Automatic,93634,3,3,8227
Bmw,5 SERIES,2011,3.1,Petrol,Semi-automatic,168566,2,5,7128
Chevrolet,MALIBU,2011,3.1,Electric,Automatic,225747,3,2,9485
Bmw,3 SERIES,2011,1.2,Hybrid,Automatic,201386,5,3,7072
Hyundai,SONATA,2010,1.8,Diesel,Semi-automatic,264223,3,1,3615
Bmw,3 SERIES,2014,3.1,Electric,Automatic,174169,2,2,11416
Toyota,RAV4,2014,1.1,Hybrid,Manual,291608,4,3,4567
Ford,EXPLORER,2021,3.9,Petrol,Automatic,128902,2,4,13221
Ford,FOCUS,2016,2.9,Diesel,Automatic,120127,4,5,10897
Ford,FIESTA,2023,3.0,Diesel,Semi-automatic,296982,2,5,8060
Toyota,COROLLA,2008,4.3,Petrol,Automatic,60987,4,3,11080
Toyota,CAMRY,2014,1.5,Hybrid,Manual,294361,3,1,4912
Kia,OPTIMA,2006,4.6,Petrol,Semi-automatic,289058,4,2,4718
Honda,ACCORD,2012,4.4,Electric,Automatic,192668,4,2,11746
Bmw,5 SERIES,2009,1.7,Diesel,Manual,59558,4,2,7308
Mercedes,C-CLASS,2015,3.5,Diesel,Automatic,217659,2,3,9246
Honda,ACCORD,2010,1.5,Hybrid,Semi-automatic,91828,3,5,7763
Hyundai,TUCSON,2010,2.1,Petrol,Semi-automatic,44690,3,4,8306
Bmw,3 SERIES,2017,3.7,Diesel,Manual,182293,2,4,9254
Bmw,X5,2023,3.2,Petrol,Semi-automatic,226042,4,5,9679
Chevrolet,MALIBU,2001,4.0,Petrol,Manual,156848,5,5,5263
Audi,Q5,2023,1.2,Diesel,Semi-automatic,11565,4,4,11968
Kia,OPTIMA,2014,1.4,Diesel,Manual,86788,5,4,7964
Hyundai,ELANTRA,2021,4.4,Hybrid,Automatic,139803,3,4,14503
Honda,ACCORD,2005,1.7,Diesel,Automatic,237985,5,1,4040
Mercedes,E-CLASS,2014,2.6,Diesel,Manual,166129,2,2,7577
Volkswagen,PASSAT,2019,3.5,Petrol,Automatic,241961,3,1,9960
Chevrolet,EQUINOX,2022,1.1,Hybrid,Semi-automatic,235673,3,2,8086
Honda,CR-V,2015,3.8,Hybrid,Semi-automatic,234430,3,1,8711
Volkswagen,TIGUAN,2005,4.7,Petrol,Manual,150442,3,5,7291
Toyota,RAV4,2012,2.2,Petrol,Semi-automatic,184186,2,5,6216
Kia,SPORTAGE,2023,1.7,Petrol,Semi-automatic,52144,4,1,11657
Mercedes,E-CLASS,2013,2.9,Diesel,Manual,116858,4,3,8562
Honda,CR-V,2013,4.5,Diesel,Manual,37452,3,2,11750
Ford,EXPLORER,2002,1.6,Diesel,Manual,12478,5,5,6050
Toyota,CAMRY,2000,1.2,Hybrid,Semi-automatic,85386,3,4,4592
Hyundai,TUCSON,2007,3.4,Diesel,Manual,200597,4,1,5588
Audi,A4,2000,1.8,Diesel,Automatic,44891,2,3,6502
Toyota,RAV4,2018,3.0,Petrol,Automatic,39526,5,3,13209
Chevrolet,MALIBU,2005,1.5,Electric,Manual,42171,3,4,8256
Honda,CR-V,2020,4.0,Hybrid,Automatic,138575,2,4,13828
Bmw,3 SERIES,2022,2.5,Hybrid,Automatic,73285,5,3,14234
Toyota,CAMRY,2007,2.2,Petrol,Automatic,67973,2,1,8540
Mercedes,E-CLASS,2008,5.0,Electric,Manual,50096,2,2,12498
Hyundai,SONATA,2006,1.9,Hybrid,Semi-automatic,13435,3,5,8531
Kia,RIO,2000,3.5,Diesel,Manual,202264,5,4,3554
Volkswagen,GOLF,2009,2.2,Electric,Semi-automatic,161642,3,1,7767
Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3,14036
Toyota,COROLLA,2006,3.7,Hybrid,Automatic,28336,5,5,11533
Kia,RIO,2011,3.4,Petrol,Semi-automatic,194364,2,5,6912
Audi,A4,2011,3.6,Petrol,Manual,91365,2,2,9172
Volkswagen,TIGUAN,2023,4.1,Hybrid,Automatic,72819,3,4,16143
Hyundai,TUCSON,2015,3.3,Petrol,Automatic,31069,3,5,12778
Volkswagen,PASSAT,2005,2.1,Hybrid,Automatic,165428,3,1,6891
Audi,A3,2004,4.6,Petrol,Automatic,20308,3,4,10993
Mercedes,C-CLASS,2000,4.1,Petrol,Semi-automatic,70784,4,2,6784
Audi,A4,2005,3.1,Hybrid,Automatic,43525,4,5,10329
Audi,A4,2008,3.6,Hybrid,Manual,228784,4,2,6524
Volkswagen,GOLF,2006,1.4,Electric,Semi-automatic,244511,3,5,4409
Honda,CR-V,2004,2.2,Hybrid,Semi-automatic,62278,4,3,7254
Chevrolet,IMPALA,2019,2.3,Petrol,Automatic,146849,2,5,10663
Ford,FIESTA,2012,3.0,Petrol,Automatic,173506,2,1,8729
Kia,SPORTAGE,2023,1.2,Electric,Manual,190846,2,5,10383
Audi,A4,2018,2.9,Diesel,Manual,8842,5,2,12223
Kia,RIO,2022,4.2,Hybrid,Semi-automatic,21289,2,5,15474
Audi,A4,2010,3.8,Diesel,Automatic,271969,5,4,6960
Hyundai,TUCSON,2023,3.4,Diesel,Automatic,169381,2,3,12512
Chevrolet,IMPALA,2001,4.3,Diesel,Manual,117685,3,5,6346
Kia,OPTIMA,2014,3.7,Petrol,Semi-automatic,96918,4,5,10061
Bmw,3 SERIES,2013,1.5,Hybrid,Automatic,208293,2,4,7834
Honda,ACCORD,2012,2.8,Hybrid,Semi-automatic,135966,3,1,8780
Ford,FOCUS,2002,2.8,Electric,Automatic,293330,3,3,5133
Ford,FOCUS,2009,4.1,Electric,Semi-automatic,244248,4,5,8015
Hyundai,TUCSON,2010,2.4,Hybrid,Manual,235850,4,4,5783
Toyota,CAMRY,2016,2.0,Hybrid,Automatic,115571,2,3,11088
Kia,OPTIMA,2013,1.8,Diesel,Semi-automatic,36507,4,5,9069
Ford,FIESTA,2002,1.7,Petrol,Automatic,210171,5,2,3696
Audi,Q5,2023,3.6,Hybrid,Semi-automatic,245796,4,2,10684
Mercedes,GLA,2014,4.9,Electric,Manual,12671,2,5,14946
Audi,A4,2002,3.6,Petrol,Semi-automatic,259700,4,5,3106
Chevrolet,IMPALA,2008,3.6,Diesel,Manual,173500,4,2,6630
Chevrolet,IMPALA,2023,2.1,Petrol,Automatic,281615,3,1,8967
Kia,RIO,2020,2.2,Diesel,Manual,142392,5,1,9452
Kia,OPTIMA,2023,1.6,Petrol,Semi-automatic,189334,3,2,8813
Bmw,5 SERIES,2001,1.2,Diesel,Semi-automatic,55663,3,5,4486
Bmw,5 SERIES,2022,2.1,Electric,Automatic,229332,4,1,11713
Honda,ACCORD,2008,4.4,Petrol,Manual,120374,2,1,8492
Hyundai,ELANTRA,2015,1.8,Diesel,Automatic,36064,4,3,11178
Honda,CIVIC,2014,4.9,Petrol,Semi-automatic,247925,4,5,8241
Bmw,3 SERIES,2023,3.2,Electric,Automatic,142564,3,1,14848
Toyota,RAV4,2017,3.1,Diesel,Automatic,196995,3,2,9860
Hyundai,ELANTRA,2023,3.1,Hybrid,Manual,74502,5,5,13609
Hyundai,TUCSON,2011,2.7,Electric,Manual,298757,3,5,6124
Volkswagen,GOLF,2008,2.0,Electric,Semi-automatic,179010,2,3,6919
Hyundai,SONATA,2007,1.8,Hybrid,Automatic,97552,3,4,8548
Mercedes,GLA,2001,1.4,Diesel,Manual,105088,2,1,3698
Volkswagen,PASSAT,2006,3.8,Petrol,Semi-automatic,149573,3,4,6708
Chevrolet,IMPALA,2013,3.9,Diesel,Automatic,21396,4,2,12972
Honda,CR-V,2002,3.9,Hybrid,Manual,84234,5,2,7915
Toyota,RAV4,2013,1.5,Petrol,Semi-automatic,87831,4,2,7743
Audi,A4,2022,4.0,Petrol,Semi-automatic,109649,5,5,12507
Volkswagen,PASSAT,2022,1.4,Petrol,Automatic,28004,4,1,13039
Kia,OPTIMA,2012,2.9,Hybrid,Manual,259817,3,5,6403
Audi,A4,2013,4.5,Hybrid,Automatic,233742,2,1,10325
Volkswagen,TIGUAN,2020,3.3,Petrol,Manual,172227,3,3,9955
Toyota,RAV4,2011,5.0,Hybrid,Automatic,13473,5,4,14630
Honda,CIVIC,2003,3.5,Diesel,Semi-automatic,170089,2,1,5098
Bmw,X5,2020,3.1,Diesel,Manual,54614,2,4,12107
Kia,OPTIMA,2006,3.8,Electric,Manual,276138,2,1,6177
Hyundai,ELANTRA,2006,1.2,Diesel,Manual,227665,4,2,2546
Bmw,3 SERIES,2021,2.1,Diesel,Semi-automatic,85775,4,2,10784
Chevrolet,IMPALA,2020,3.0,Hybrid,Semi-automatic,7623,3,1,13947
Kia,RIO,2006,4.1,Diesel,Manual,134712,2,2,7305
Volkswagen,TIGUAN,2009,2.6,Electric,Manual,252720,4,2,6345
Bmw,X5,2016,2.2,Diesel,Automatic,69374,4,1,11212
Audi,A3,2022,4.5,Electric,Automatic,286355,4,2,12972
Hyundai,TUCSON,2018,1.6,Hybrid,Automatic,3022,5,2,13539
Bmw,X5,2007,3.5,Petrol,Semi-automatic,140717,3,5,6885
Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5,11206
Volkswagen,GOLF,2000,1.9,Hybrid,Automatic,36648,5,3,7767
Volkswagen,GOLF,2012,3.2,Petrol,Manual,182056,3,4,7258
Ford,FIESTA,2007,2.9,Diesel,Automatic,210486,2,2,6390
Kia,RIO,2006,2.0,Electric,Manual,119785,5,1,7504
Ford,FOCUS,2020,2.2,Electric,Automatic,222571,4,4,11348
Kia,RIO,2015,3.7,Diesel,Semi-automatic,181782,5,5,8664
Chevrolet,EQUINOX,2012,3.3,Petrol,Semi-automatic,277925,4,2,5441
Honda,CIVIC,2012,3.7,Diesel,Manual,206605,4,5,7267
Chevrolet,MALIBU,2007,3.6,Diesel,Manual,288298,4,3,4034
Volkswagen,TIGUAN,2012,1.3,Diesel,Automatic,34356,5,1,9812
Ford,FOCUS,2006,3.3,Petrol,Semi-automatic,204468,2,4,5110
Toyota,COROLLA,2007,2.1,Electric,Semi-automatic,164847,2,4,7003
Ford,EXPLORER,2007,4.9,Petrol,Manual,256751,4,4,5964
Audi,A4,2022,2.8,Hybrid,Manual,199301,4,1,10513
Chevrolet,IMPALA,2022,1.8,Petrol,Automatic,146938,4,5,11061
Mercedes,GLA,2006,1.6,Hybrid,Automatic,185420,5,3,6291
Volkswagen,GOLF,2022,1.7,Hybrid,Manual,185988,3,4,9680
Hyundai,ELANTRA,2006,4.0,Electric,Automatic,294825,2,2,7503
Kia,OPTIMA,2011,1.6,Diesel,Automatic,186782,5,4,6764
Honda,CR-V,2012,2.3,Diesel,Manual,138932,2,5,7221
Mercedes,C-CLASS,2004,3.2,Hybrid,Automatic,32252,5,4,10354
Ford,EXPLORER,2010,3.2,Petrol,Semi-automatic,152776,5,2,7244
Chevrolet,EQUINOX,2003,3.5,Electric,Automatic,61700,2,4,10766
Mercedes,E-CLASS,2021,4.8,Diesel,Semi-automatic,31848,2,1,14563
Mercedes,GLA,2022,1.3,Hybrid,Manual,3788,3,1,12924
Audi,A3,2019,3.2,Petrol,Automatic,60084,3,2,13298
Honda,CIVIC,2023,4.6,Diesel,Manual,72025,5,2,14159
Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3,7264
Chevrolet,EQUINOX,2011,3.5,Hybrid,Automatic,35655,5,4,12686
Chevrolet,MALIBU,2019,2.5,Diesel,Manual,11001,4,3,12079
Bmw,3 SERIES,2003,4.7,Diesel,Manual,48097,3,1,8738
Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5,14115
Toyota,CAMRY,2023,2.6,Diesel,Automatic,73774,2,4,13624
Ford,EXPLORER,2007,2.7,Electric,Manual,183051,4,1,7238
Audi,A4,2010,2.2,Hybrid,Semi-automatic,124510,4,1,7809
Mercedes,GLA,2012,5.0,Diesel,Manual,200981,5,5,8680
Bmw,3 SERIES,2008,3.4,Diesel,Manual,17194,2,5,9556
Chevrolet,EQUINOX,2007,4.0,Electric,Manual,108716,5,5,10025
Ford,FIESTA,2017,1.4,Diesel,Automatic,6319,5,3,11973
Kia,OPTIMA,2018,1.5,Petrol,Manual,100084,2,3,8998
Honda,CIVIC,2015,3.7,Petrol,Manual,59678,3,2,11106
Volkswagen,GOLF,2013,3.3,Hybrid,Semi-automatic,167096,2,1,8958
Ford,FOCUS,2010,1.4,Electric,Automatic,290186,5,1,6196
Toyota,COROLLA,2005,4.5,Electric,Automatic,186080,4,5,9878
Ford,FOCUS,2001,2.0,Diesel,Semi-automatic,67832,3,2,5043
Chevrolet,EQUINOX,2016,3.9,Hybrid,Manual,72828,3,1,12343
Kia,SPORTAGE,2014,1.0,Petrol,Manual,13682,4,5,9026
Kia,RIO,2002,2.5,Petrol,Automatic,103334,5,2,6633
Chevrolet,MALIBU,2023,2.8,Hybrid,Semi-automatic,125172,2,3,12296
Audi,A3,2007,3.4,Petrol,Semi-automatic,3514,4,1,9529
Mercedes,E-CLASS,2008,3.8,Electric,Manual,106591,4,3,10168
Toyota,CAMRY,2008,2.6,Diesel,Semi-automatic,211463,5,1,4870
Hyundai,SONATA,2012,1.1,Hybrid,Semi-automatic,134479,2,4,7110
Kia,OPTIMA,2017,4.6,Electric,Automatic,166993,4,4,13960
Toyota,RAV4,2000,2.2,Petrol,Manual,238229,5,1,2000
Chevrolet,MALIBU,2012,4.9,Electric,Automatic,165196,5,5,12796
Volkswagen,PASSAT,2006,4.9,Electric,Automatic,65918,2,3,12981
Hyundai,TUCSON,2010,2.2,Diesel,Semi-automatic,284632,3,1,3607
Bmw,X5,2020,2.4,Electric,Semi-automatic,133294,2,4,11834
Honda,CR-V,2012,3.1,Diesel,Automatic,72724,2,4,10845
